date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2019-01-25,sh.601318,60.5000,61.7800,60.4300,61.2900,60.4300,67245911,4129885331.0000,3,0.620770,1,1.423135,0
2019-01-28,sh.601318,61.8000,62.4100,61.2000,61.5200,61.2900,58164884,3603129774.0000,3,0.536940,1,0.375264,0
2019-01-29,sh.601318,61.3800,61.9000,60.9800,61.6500,61.5200,39519294,2428493652.0000,3,0.364816,1,0.211315,0
2019-01-30,sh.601318,60.8800,61.8600,60.7800,61.2500,61.6500,31000323,1904411131.0000,3,0.286174,1,-0.648826,0
2019-01-31,sh.601318,61.8000,63.1900,61.5500,62.9800,61.2500,69226532,4336690723.0000,3,0.639054,1,2.824489,0
2019-02-01,sh.601318,63.5000,63.7800,62.8500,63.2100,62.9800,43792470,2771783993.0000,3,0.404263,1,0.365195,0
2019-02-11,sh.601318,62.8800,64.5100,62.8800,64.3900,63.2100,54181551,3456061479.0000,3,0.500168,1,1.866794,0
2019-02-12,sh.601318,64.4000,64.4200,63.6900,64.2700,64.3900,38519306,2468628211.0000,3,0.355585,1,-0.186369,0
2019-02-13,sh.601318,64.6600,65.4000,64.0300,65.0200,64.2700,57865813,3743367744.0000,3,0.534179,1,1.166952,0
2019-02-14,sh.601318,64.8800,65.4000,64.7800,65.1000,65.0200,39620277,2577578444.0000,3,0.365748,1,0.123042,0
2019-02-15,sh.601318,64.8000,65.0100,63.2200,63.2500,65.1000,53401148,3418044695.0000,3,0.492964,1,-2.841780,0
2019-02-18,sh.601318,63.9000,65.4200,63.7800,65.2900,63.2500,72136106,4677674823.0000,3,0.665913,1,3.225298,0
2019-02-19,sh.601318,65.5800,67.2700,65.2800,65.6800,65.2900,78595146,5198252133.0000,3,0.725538,1,0.597334,0
2019-02-20,sh.601318,66.3000,66.3800,65.1900,65.8800,65.6800,39350882,2592496357.0000,3,0.363261,1,0.304502,0
2019-02-21,sh.601318,65.8000,66.6800,65.0900,65.3900,65.8800,54369401,3588406874.0000,3,0.501902,1,-0.743773,0
2019-02-22,sh.601318,65.3600,67.0700,64.8000,67.0200,65.3900,76221888,5022163621.0000,3,0.703630,1,2.492732,0
2019-02-25,sh.601318,68.2200,73.0000,68.1400,73.0000,67.0200,222238240,15601216189.0000,3,2.051557,1,8.922715,0
2019-02-26,sh.601318,71.7100,72.6000,69.9200,70.0100,73.0000,155563881,11039492176.0000,3,1.436063,1,-4.095887,0
2019-02-27,sh.601318,70.3000,71.4300,68.9900,69.9800,70.0100,101766358,7169557279.0000,3,0.939440,1,-0.042849,0
2019-02-28,sh.601318,69.9800,70.9500,69.4100,70.0100,69.9800,59888970,4212441293.0000,3,0.552855,1,0.042868,0
2019-03-01,sh.601318,70.6900,72.6000,70.2500,72.3900,70.0100,92075183,6586194402.0000,3,0.849977,1,3.399510,0
2019-03-04,sh.601318,73.0000,75.1000,72.2100,72.5800,72.3900,126327504,9279004181.0000,3,1.166172,1,0.262471,0
2019-03-05,sh.601318,72.4800,72.7400,71.5700,72.0700,72.5800,65968035,4759711070.0000,3,0.608973,1,-0.702676,0
2019-03-06,sh.601318,72.3900,72.4800,71.1100,72.1600,72.0700,78465361,5640683407.0000,3,0.724340,1,0.124884,0
2019-03-07,sh.601318,72.1500,72.1500,70.0000,70.2900,72.1600,101347308,7171432249.0000,3,0.935571,1,-2.591467,0
2019-03-08,sh.601318,68.6600,70.2000,68.2500,68.7000,70.2900,91325604,6295287173.0000,3,0.843058,1,-2.262063,0
2019-03-11,sh.601318,68.8000,69.6900,68.2200,68.7900,68.7000,75185765,5173828938.0000,3,0.694065,1,0.131010,0
2019-03-12,sh.601318,69.6000,70.9200,68.9600,69.2500,68.7900,96921901,6776280865.0000,3,0.894719,1,0.668701,0
2019-03-13,sh.601318,71.3800,72.1000,70.2700,71.5400,69.2500,140546408,10026174511.0000,3,1.297432,1,3.306860,0
2019-03-14,sh.601318,71.7700,73.2000,71.7000,72.8000,71.5400,105597033,7670039178.0000,3,0.974802,1,1.761255,0
2019-03-15,sh.601318,73.1000,75.5000,73.0800,73.8500,72.8000,125524638,9342867722.0000,3,1.158761,1,1.442301,0
2019-03-18,sh.601318,74.4300,75.3400,73.4500,75.0000,73.8500,115639210,8622875430.0000,3,1.067505,1,1.557213,0
2019-03-19,sh.601318,75.7300,76.8500,74.9600,75.3500,75.0000,101209656,7669753047.0000,3,0.934301,1,0.466665,0
2019-03-20,sh.601318,75.0600,77.4800,74.7500,76.5500,75.3500,107843910,8223832015.0000,3,0.995544,1,1.592574,0
2019-03-21,sh.601318,77.0000,77.2500,75.6000,75.8000,76.5500,84625878,6432258633.0000,3,0.781210,1,-0.979752,0
2019-03-22,sh.601318,75.7600,76.2600,74.0600,74.7200,75.8000,77200428,5793145970.0000,3,0.712663,1,-1.424804,0
